word,part_of_speechs
"",""
"36333301",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36333301",""
"/",""
"comment",""
"71",""
"|",""
"|",""
"ขอบคุณ",""
"ภาพ","verb,transitive,preposition,conjunction,noun,prefix"
"แคพ",""
"สวยๆ","verb,transitive,intransitive,noun,adjective"
"นะ","verb,transitive,preposition,conjunction,noun,prefix"
"คะ","verb,transitive,intransitive,noun,adjective"
"",""
"36333301",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36333301",""
"/",""
"comment",""
"72",""
"|",""
"|",""
"เก็บตก",""
"รูป","verb,transitive,preposition,conjunction,noun,prefix"
"เล็กน้อย","noun"
"ค่ะ","verb,transitive,intransitive,noun,adjective"
"",""
"36333301",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36333301",""
"/",""
"comment",""
"73",""
"|",""
"|",""
"",""
"36332979",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36332979",""
"|",""
"|",""
"ก่อนอื่น","adverb"
" ",""
"ผม","adverb"
"ขอ",""
"ยอมรับผิด","verb,transitive,preposition,conjunction,noun,prefix"
"ว่า","noun"
"ปัญหา","verb,transitive,intransitive,noun,adjective"
"เกิดจาก","verb,transitive,preposition,conjunction,noun,prefix"
"ผม","verb,transitive,intransitive,noun,adjective"
"คนเดียว",""
" ",""
"ผม","conjunction,particle,idiom"
"มี","adjective,noun"
"แฟน",""
"อยู่แล้ว","noun,classifier"
"คบ","conjunction"
"มา","conjunction,particle,idiom"
"ได้","particle"
" ",""
"5",""
"-",""
"6",""
" ",""
"ปี","adverb,pronoun"
" ",""
"แต่",""
"ความรู้สึก","verb"
"ก็","adjective,adverb,noun"
"เริ่ม",""
"ไม่",""
"เหมือนเดิม","verb"
" ",""
"แต่",""
"ก็","verb"
"ยัง","adverb"
"ไม่ได้","verb,noun"
"บอกเลิก","conjunction,verb"
"กัน","verb"
" ",""
"ยัง",""
"ดูแล","conjunction,preposition,particle,verb"
"กัน","noun,phrase"
"ปกติ","noun,adverb,adjective"
" ",""
"จน","noun,verb,adjective,preposition,particle,classifier"
"ผม","noun,adverb,adjective"
"ไป","verb,adjective"
"เจอ","verb"
"น้อง",""
"คน","verb,transitive,conjunction"
"นึง",""
" ",""
"ทำงาน","adjective,phrase"
"ร่วมกัน","particle"
" ",""
"เจอ","verb,noun"
"ครั้งแรก","verb"
"ผม","prefix,noun"
"ก็","adjective,noun"
"รู้สึก","noun,adjective,adverb"
"ชอบ",""
"เพราะ","verb"
"เค้า",""
"น่ารัก","verb"
"ครับ","verb"
" ",""
"แต่","noun"
"ก็","verb,adjective,noun,preposition"
"ไม่ได้ไป","noun,adjective"
"คุย",""
"อะไร","conjunction,preposition,particle,verb"
"ต่อ","pronoun,preposition,noun,conjunction,prefix,particle,classifier"
"เพราะ","verb,transitive,intransitive,adjective"
"ได้","verb,transitive,conjunction"
"ข่าว","noun"
"มา","noun,adjective"
"ว่า",""
"น้อง","verb"
"เค้า","noun"
"มี",""
"แฟน","noun"
"แล้ว",""
" ",""
"ก็","noun"
"ต่าง",""
"คน","verb"
"ต่าง","verb,transitive,intransitive,noun,adjective"
"ทำงาน","noun,preposition,verb,classifier"
"ไม่ได้","adverb,conjunction,pronoun"
"คุยกัน","conjunction,particle,idiom"
"อีกเลย","noun"
" ",""
"แต่","verb,transitive,intransitive,prefix,conjunction,preposition"
"ผ่านไป","noun,prefix,classifier,verb,adjective"
" ",""
"2",""
" ",""
"ปี",""
" ",""
"ก็ได้","noun"
"กลับมา",""
"ร่วมงาน","conjunction,preposition,particle,verb"
"อีกครั้ง","verb,noun"
" ",""
"ก็","prefix,noun"
"รู้สึก","adjective,noun"
"ชอบ",""
"และ","conjunction"
"รู้สึก","verb,noun"
"ดี","noun"
"กับ","verb,transitive,intransitive,noun,adjective"
"น้อง","adjective,verb,particle,adverb"
"เค้า","noun"
"มากขึ้น",""
" ",""
"ได้",""
"คุยกัน",""
"มากขึ้น",""
"แล้ว",""
"รู้",""
"ว่า",""
"น้อง",""
"เค้า",""
"ไม่มีใคร",""
"แล้ว",""
" ",""
"ก็",""
"คุยกัน",""
"จน",""
"เป็นความ","verb,adjective,noun,preposition"
"รัก","adverb"
"กัน","adjective,verb,noun,adverb,conjunction"
"และ","verb,transitive,intransitive,prefix,conjunction,preposition"
"กัน","noun"
" ",""
"ดูแล","adverb,particle"
"กัน",""
"ดีมาก","verb,adjective,noun,preposition"
" ",""
"จน","adjective"
"แฟน",""
"ผม","verb"
"รู้","adjective"
" ",""
"แล้ว",""
"มี","noun"
"ปัญหา","verb,transitive,intransitive"
" ",""
"น้อง","noun,adjective"
"เค้า","conjunction,particle,idiom"
"ก็","verb"
"ขอ",""
"ออกไป","preposition,noun,verb,transitive,classifier"
"แต่","adverb,noun,pronoun"
"ผม","adjective"
"ไป","verb,transitive,intransitive,noun,adjective"
"ขอร้อง","noun,verb"
"ให้","verb,noun,adverb"
"เค้า","verb"
"อยู่","verb,transitive,noun,adverb,particle"
"และ","adverb"
"บอก",""
"เค้า","verb,transitive,conjunction"
"ว่า","prefix"
"เลือก",""
"เค้า",""
" ",""
"และ",""
"ขอ","noun,phrase"
"เวลา","noun,classifier"
"ผม","verb,transitive,intransitive"
"แก้ปัญหา",""
" ",""
"น้อง","phrase"
"เค้า",""
"ก็","noun,classifier"
"เชื่อมั่น","adjective,pronoun"
"ให้โอกาส","particle"
"และ","verb"
"เวลา","conjunction,particle,idiom"
"กับ","verb"
"ผม","noun,adjective"
"ครับ","particle"
" ",""
"ผม",""
"พยายาม","phrase"
"แก้ปัญหา","particle"
"มา","adjective,verb,intransitive"
"ตลอด","adjective"
" ",""
"จน","particle"
"ตอนนี้","verb,transitive,intransitive,noun,adjective"
"ก็","verb,transitive,intransitive,noun,adjective"
"จะ","adjective,adverb"
" ",""
"2",""
" ",""
"ปีก","noun"
"ว่า","conjunction,verb"
"แล้ว",""
"ครับ","verb,transitive,intransitive"
" ",""
"ก็",""
"แก้","noun,classifier"
"ไม่ได้",""
" ",""
"พยายาม","prefix,noun"
"พูดตรงๆ","adjective,noun"
"หรือ","phrase"
"หลาย",""
"วิธี","adverb,verb,pronoun"
"แฟน","verb"
"คน","adverb,phrase"
"แรก","adjective,adverb,pronoun"
"ของผม",""
"ก็",""
"ไม่","adjective"
"ยอม",""
" ",""
"ทั้ง",""
"บอกว่า",""
"รู้สึก",""
"เปลี่ยนไป","verb"
"แล้ว","preposition,conjunction"
" ",""
"ทะเลาะกัน","noun"
"แทบ","noun"
"ทุกวัน","verb,intransitive,adverb,noun,adjective"
"แต่",""
"ก็",""
"ไม่",""
"ยอม",""
"ปล่อย",""
"ผม",""
" ",""
"แรก",""
"ๆ",""
"ก็",""
"บอก",""
"จะ",""
"ฆ่าตัวตาย",""
" ",""
"ผม",""
"ก็",""
"ไม่อยากให้",""
"เป็น",""
"แบบนั้น",""
" ",""
"ผม","verb,noun"
"รู้สึกผิด",""
" ",""
"จนถึง","noun"
"ตอนนี้","noun,adjective"
"เค้า",""
"บอก","verb,noun,adjective"
"เค้า","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"ป่วย","adverb,pronoun"
" ",""
"ก็",""
"คงมา","pronoun,particle,interjection"
"จาก",""
"เพราะ","noun"
"ปัญหา","conjunction,particle"
"ของผม","noun,prefix,classifier,verb,adjective"
" ",""
"กิน",""
"ไม่ได้","adverb"
"นอนไม่หลับ",""
" ",""
"บางที","verb"
"ก็","noun,classifier"
"ไม่ไป",""
"ทำงาน","noun,adjective"
" ",""
"เป็นทุกข์","verb"
"ใจ",""
"เรื่อง","adjective"
"ผม","adjective,verb"
" ",""
"เค้า","adverb,preposition,conjunction,particle"
"ขอให้","adjective"
"ผม",""
"ไป",""
"ดูแล",""
"เค้า",""
"เวลา",""
"ป่วย",""
" ",""
"เพราะ",""
"เค้า",""
"ไม่มีใคร",""
"เข้า",""
"ออก",""
" ",""
"รพ",""
" ",""
"บ่อย",""
" ",""
"แต่",""
"ก็",""
"ยัง",""
"ไม่ทราบ",""
"สาเหตุ",""
" ",""
"บางครั้ง",""
"ผม","pronoun,noun"
"ก็","verb,noun,adjective"
"พาไป","verb"
" ",""
"บางที","noun,classifier"
"เค้า","verb"
"ก็","pronoun,noun"
"ไป","adjective,adverb,phrase"
"เอง",""
" ",""
"ผม","verb,transitive,noun,adjective"
"บอกความจริง","noun"
"และ","adverb,phrase"
"เหตุผล","verb,adjective,noun"
"น้อง","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"อีก","verb,transitive,noun,adverb,particle"
"คน",""
"ทุกครั้ง",""
" ",""
"เค้า",""
"ก็",""
"ร้องไห้","noun,classifier"
"เสียใจ",""
" ",""
"เค้า","noun"
"ก็","conjunction,particle,idiom"
"พยายาม","verb"
"เข้าใจ","particle"
"ปัญหา","adverb"
"ของผม",""
"มา","conjunction,preposition,particle,verb"
"ตลอด","conjunction,particle,idiom"
" ",""
"ไม่","verb"
"เคย","verb,phrase"
"ก้าวก่าย","adverb,conjunction,verb,transitive,noun,pronoun"
"ปิดกั้น",""
" ",""
"แต่","verb,transitive,intransitive"
"หลัง","adverb,conjunction,verb,transitive,noun,pronoun"
"ๆ",""
"เค้า",""
"เริ่ม","preposition,conjunction,adjective"
"ร้องไห้","pronoun,noun"
"เสียใจ","verb,transitive,intransitive,noun,adjective"
"บ่อย","verb,transitive,intransitive"
"ขึ้น","noun"
"เพราะ","noun,prefix,classifier,verb,adjective"
"แฟน","noun"
"ของผม",""
"ไม่","verb"
"ยอม","adverb"
"ปล่อย",""
" ",""
"ผม","noun"
"ต้องไป","pronoun,noun"
"หา","conjunction,particle,idiom"
"แฟน","verb"
"ผม","verb,adjective"
"พาไป","conjunction,adjective"
" ",""
"รพ",""
" ",""
"บ่อยๆ",""
" ",""
"ซึ่ง","conjunction,particle,idiom"
"ก็","verb"
"ไม่รู้","verb,adjective"
"อาการ","adverb,noun,pronoun"
"จะ","preposition,verb,transitive,noun,adverb,intransitive"
"ดีขึ้น","conjunction,adjective"
"เมื่อไร","verb,transitive,noun,adverb,particle"
"ครับ","noun"
" ",""
"บวก",""
"กับ","noun"
"ทางบ้าน","noun,pronoun,verb,intransitive"
"ผม","verb,transitive,noun,adjective"
"ก็","noun"
"สนิท","adverb,verb,pronoun"
"กับ",""
"แฟน","conjunction,particle,idiom"
"คนนี้","adverb,adjective,noun,preposition,verb"
" ",""
"เวลา","adverb,adjective,noun,preposition,verb"
"มี","verb"
"ปัญหา","verb"
"อะไร","verb"
"ก็","adverb"
"จะโทร",""
"หา","conjunction,preposition,particle,verb"
"แม่","verb"
"ผม",""
" ",""
"ซึ่ง",""
"ท่าน","noun,classifier"
"อายุ",""
"มาก","phrase"
"ผม","verb"
"ไม่อยากให้","verb"
"ท่าน","adjective,adverb,phrase"
"ไม่สบายใจ",""
"กับ","conjunction,particle,idiom"
"ปัญหา","verb"
"ผม","verb,adjective"
" ",""
"เวลา","verb"
"หยุด","adjective,interjection,adverb,noun"
"เทศกาล","preposition,conjunction,adverb,noun"
"เค้า","noun"
"ก็","noun,pronoun,verb,intransitive"
"ตาม","adverb"
"ผม",""
"กลับบ้าน","verb,transitive,noun,adverb,particle"
"ทุกครั้ง","verb"
" ",""
"ติดตัว","adverb,verb,pronoun"
"ผม","verb,intransitive,noun"
"ตลอด",""
" ",""
"ไม่สามารถ","noun,pronoun,verb,intransitive"
"ติดต่อ","pronoun"
"กับ","adverb,verb,pronoun"
"น้อง",""
"เค้า","conjunction,particle,idiom"
"ได้","verb"
"เพราะ","preposition,conjunction,adjective"
"ไม่","verb,phrase,idiom"
"อยาก","verb,transitive,adjective,noun"
"ทะเลาะ","adverb,conjunction,verb,transitive,noun,pronoun"
"ให้","conjunction"
"พ่อแม่","adverb,conjunction,verb,transitive,noun,pronoun"
"เห็น",""
" ",""
"จน","adverb,conjunction,verb,transitive,noun,pronoun"
"ตอนนี้","adjective"
"ผม",""
"สงสาร","preposition,conjunction,adjective"
"เห็นใจ","noun"
"น้อง","pronoun,noun"
"เค้า","verb,intransitive,noun"
"มาก",""
"ครับ","adverb,verb,pronoun"
" ",""
"เค้า","noun,classifier"
"เข้าใจ",""
"และ","noun"
"ดูแล","noun,pronoun,verb,intransitive"
"ผม","conjunction,particle,idiom"
"มา","verb,noun,adjective"
"ตลอด","verb"
" ",""
"ผม","pronoun,noun"
"ก็","verb,transitive,intransitive,noun,adjective"
"รัก","verb,phrase"
"น้อง","verb,transitive,preposition,conjunction,noun,prefix"
"เค้า","noun,pronoun,verb,intransitive"
"มาก","verb,transitive,intransitive,particle,noun"
"ครับ","conjunction"
" ",""
"อยาก","noun,pronoun,verb,intransitive"
"จบ","conjunction,verb"
"ปัญหา","verb,noun"
"ไวๆ","noun,pronoun,verb,intransitive"
" ",""
"แต่","conjunction"
"ทำ","verb,noun,adjective"
"ไม่ได้","noun,conjunction"
"สักที","pronoun,noun"
" ",""
"ติด",""
"ตรงที่","noun"
" ",""
"ต้อง","conjunction,particle,idiom"
"รับผิดชอบ","adjective"
"แต่","verb"
"ทาง","conjunction"
"แฟน","noun,conjunction"
"ผม","preposition,conjunction,adverb,noun"
"ก็","pronoun,noun"
"เรื่ม",""
"รับรู้",""
"ว่า","pronoun,noun"
"ผม","verb,noun"
"รัก","verb"
"น้อง","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"เค้า","adverb,preposition"
" ",""
"แต่","preposition,conjunction,adjective"
"ทำ","adverb"
"ยังไง","conjunction,particle,idiom"
"เค้า","verb,noun,adverb"
"ก็",""
"ไม่",""
"ยอม",""
"ปล่อยมือ",""
"ผม","conjunction,verb"
"ครับ","adverb,verb,pronoun"
" ",""
"ผม",""
"จะทำ","conjunction,particle,idiom"
"ยัง","verb,adjective,noun"
"ไร","verb"
"ดี",""
" ",""
"ผม","verb,phrase"
"พยายาม","conjunction,particle"
"รักษา","adjective,adverb"
"น้ำใจ","noun"
"ทั้ง","noun"
"2",""
"คนดี","adjective,adverb"
"ที่สุด","pronoun"
"แล้ว","conjunction,particle,idiom"
"ครับ","particle"
" ",""
"ผม",""
"ทราบ","adjective,adverb,preposition,conjunction"
"และ","verb"
"ต่อว่า","verb"
"ตัวเอง","verb"
"ว่า","adverb,verb,pronoun"
"ผม",""
"เป็น","verb"
"คน","adverb,pronoun"
"ผิด","adjective,adverb"
"ครับ","conjunction,preposition,particle,verb"
" ",""
"แต่","particle"
"จะมี","verb,transitive,intransitive,noun"
"วิธี","verb,noun"
"ไหน","pronoun,noun"
"ที่",""
"จบ","adjective,adverb"
"ปัญหา",""
"นี้","conjunction,particle,idiom"
"ได้","verb,transitive,intransitive"
"บ้าง","verb,noun,adverb"
" ",""
"ถ้า",""
"แฟน","pronoun,noun"
"ผม","conjunction,particle,idiom"
"ไม่","verb"
"ยอม","verb,transitive,intransitive,prefix,conjunction,preposition"
"แบบนี้","adverb"
" ",""
"ผม","pronoun,noun"
"ไม่อยากให้","adjective"
"เค้า",""
"เป็นอะไร","adverb,conjunction"
"เพราะ","adverb"
"ผม","noun,pronoun,verb,intransitive"
"จริงๆ","verb,transitive,intransitive"
" ",""
"ตอนนี้","adjective"
"ผม",""
"เครียด","conjunction,particle,idiom"
"มาก","verb"
" ",""
"สุขภาพจิต","conjunction,adjective"
"แย่","noun,classifier"
"จน","pronoun"
"ทำงาน",""
"ได้","verb,transitive,intransitive,noun,adjective"
"ไม่","verb"
"เต็มที่","verb"
" ",""
"น้อง","adverb,phrase"
"เค้า","conjunction,particle,idiom"
"ก็","verb"
"เครียด","verb"
" ",""
"ทุกข์ใจ","verb,intransitive"
" ",""
"มา","preposition,noun,verb,transitive,classifier"
"ตลอด","pronoun,noun"
" ",""
"ที่","noun,pronoun,verb,intransitive"
"ผม","phrase"
"ยัง","pronoun,noun"
"แก้ปัญหา","verb,transitive,intransitive,noun,adjective"
"ไม่ได้","verb,transitive,intransitive"
" ",""
"แฟน","noun,conjunction"
"ผม","adjective"
"ก็",""
"ทุกข์ใจ","conjunction,adjective"
"เหมือนกัน","noun,pronoun,verb,intransitive"
" ",""
"แต่","verb,particle,transitive,intransitive,noun"
"ความรู้สึก","noun,verb,transitive,adverb,intransitive,particle"
"ผม",""
"ไม่",""
"เหมือนเดิม",""
"ครับ",""
" ",""
"เหลือ",""
"เป็นความ","conjunction,preposition,particle,verb"
"ผูกพัน","conjunction,particle,idiom"
"ธ์",""
" ",""
"และ","noun"
"ความห่วงใย",""
"ที่มี","adverb"
"อยู่","pronoun,noun"
"",""
"36332979",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36332979",""
"/",""
"comment",""
"3",""
"-",""
"1",""
"|",""
"|",""
"ทุกข์ใจ","noun"
"มาก","verb,transitive,intransitive,noun,adjective"
"ครับ","verb,transitive,preposition,conjunction,noun,prefix"
"",""
"36332979",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36332979",""
"/",""
"comment",""
"5",""
"-",""
"2",""
"|",""
"|",""
"เห็นใจ","noun"
"และ","verb,transitive,intransitive,noun,adjective"
"เข้าใจ","verb,transitive,preposition,conjunction,noun,prefix"
"คุณ","verb,transitive,intransitive,noun,adjective"
"นะ",""
"คะ","adjective,noun"
" ",""
"และ","adjective,noun"
"ก็",""
"สงสาร","noun,classifier"
"เธอ","conjunction"
"เหมือนกัน","conjunction,particle,idiom"
"ที่","particle"
"เธอ",""
"ไม่ยอมรับ",""
"ความจริง","verb,noun,adjective"
" ",""
"เรา","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"ว่า","adverb,pronoun"
"เธอ","verb,noun"
"อ่อนแอ",""
"ที่ใจ","verb"
"มัน","adjective,adverb,noun"
"ก็เลย",""
"ส่งผล",""
"มา","verb"
"ที่","verb"
"ร่างกาย",""
" ",""
"เหมือน","adverb"
"จิต","verb,noun"
"สั่ง","conjunction,verb"
"ให้","verb"
"ป่วย","noun"
"(",""
"เคย","conjunction,preposition,particle,verb"
"ดู","noun,phrase"
"ใน","noun,adverb,adjective"
"ละคร",""
"น่ะ","noun,verb,adjective,preposition,particle,classifier"
"ค่ะ","noun,adverb,adjective"
")",""
" ",""
"เข้าใจว่า",""
"เธอ","verb,transitive,conjunction"
"คงรัก",""
"คุณ","adjective,noun"
"มาก","adjective,phrase"
"รัก","particle"
"จน","conjunction,preposition,particle,verb"
"ไม่","verb,noun"
"อยาก","verb"
"เสีย","prefix,noun"
"คุณ","adjective,noun"
"ไป","noun,adjective,adverb"
" ",""
"แต่","verb"
"ก็",""
"อย่างว่า","verb"
"ล่ะ","verb"
"เนอะ","adjective"
"จะเอา","noun"
"อะไร","verb,adjective,noun,preposition"
"กับ","noun,adjective"
"คน",""
"หมด","conjunction,preposition,particle,verb"
"รัก","pronoun,preposition,noun,conjunction,prefix,particle,classifier"
"และ","verb,transitive,intransitive,adjective"
"หมด","verb,transitive,conjunction"
"ใจ","noun"
"",""
"36329740",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36329740",""
"|",""
"|",""
"อยากทราบ","adverb"
"คะ","adverb,prefix"
" ",""
"อยาก",""
"รู้","verb,transitive,preposition,conjunction,noun,prefix"
"ว่า","noun"
"ทุกคน","verb,transitive,intransitive,noun,adjective"
"ต้องการ","verb,transitive,preposition,conjunction,noun,prefix"
"สีผิว","verb,transitive,intransitive,noun,adjective"
"แบบไหน",""
" ",""
"เพราะอะไร","conjunction,particle,idiom"
"ทำไม","adjective,noun"
"ถึง",""
"ชอบ","noun,classifier"
" ",""
"สีผิว","conjunction,particle,idiom"
"แบบนั้น","particle"
".",""
" ",""
"ขอบคุณ","verb,noun,adjective"
"ที่","noun,classifier"
"เข้ามา","verb,transitive,intransitive,particle,noun,adjective,conjunction"
"ตอบ","adverb,pronoun"
"จ้า","verb,noun"
"😊",""
"",""
"36329740",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36329740",""
"/",""
"comment",""
"23",""
"|",""
"|",""
"xxx",""
"",""
"36330388",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36330388",""
"|",""
"|",""
"คุณสมบัติ","adverb"
"เนื้อคู่","adverb,prefix"
" ",""
"1.",""
"โสด","verb,transitive,preposition,conjunction,noun,prefix"
" ",""
"2.",""
"หล่อ","verb,transitive,preposition,conjunction,noun,prefix"
" ",""
"3.",""
"รวย","adjective,noun"
" ",""
"4.",""
"โง่",""
" ",""
"(",""
"แฮ่","conjunction,particle,idiom"
"ๆ",""
" ",""
"ล้อ",""
"เล่ง",""
")",""
" ",""
"คุณสมบัติ","adverb,pronoun"
" ",""
"จขกท",""
" ",""
"1.",""
"โสด",""
" ",""
"2.",""
"สวย","verb"
" ",""
"(",""
"มั้ง","adverb"
"😄",""
")",""
" ",""
"3.",""
"จน",""
" ",""
"4.",""
"โง่","noun,adverb,adjective"
"เป็นครั้งคราว",""
" ",""
"5.",""
"สูง","verb,adjective"
" ",""
"172",""
"หนัก","verb,transitive,conjunction"
" ",""
"60",""
" ",""
"เพื่อน","particle"
"บอกว่า","conjunction,preposition,particle,verb"
" ",""
"คุณสมบัติ","verb"
"เนื้อคู่","prefix,noun"
"รอ","adjective,noun"
"ชาติหน้า","noun,adjective,adverb"
" ",""
"แต่","verb"
"เรา",""
"ว่า","verb"
"ชาติ","verb"
"นี้","adjective"
"แห","noun"
"ละ","verb,adjective,noun,preposition"
" ",""
"เจอ",""
"มา","conjunction,preposition,particle,verb"
"ทุก","pronoun,preposition,noun,conjunction,prefix,particle,classifier"
"แบบ","verb,transitive,intransitive,adjective"
"ละ","verb,transitive,conjunction"
" ",""
"เหลือ","noun,adjective"
"แบบนี้",""
" ",""
"เนื้อคู่","noun"
"แสดงตัว",""
"ด่วน","noun"
"😀😁😂",""
"",""
"36330388",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36330388",""
"/",""
"comment",""
"3",""
"-",""
"2",""
"|",""
"|",""
"😀😁😂😃",""
" ",""
"เผื่อ","verb,transitive,preposition,conjunction,noun,prefix"
"ยัง","verb,transitive,intransitive,noun,adjective"
"หลงเหลือ",""
"",""
"36330388",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36330388",""
"/",""
"comment",""
"4",""
"-",""
"1",""
"|",""
"|",""
"😀😁😂😃",""
" ",""
"เผื่อ","verb,transitive,preposition,conjunction,noun,prefix"
"มี","verb,transitive,intransitive,noun,adjective"
"สัก",""
"คน","adjective,noun"
"ไง","conjunction,particle,idiom"
" ",""
"55",""
"",""
"36330388",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36330388",""
"/",""
"comment",""
"7",""
"-",""
"1",""
"|",""
"|",""
"ไม่สวย","noun"
" ",""
"(",""
"สวย","verb,transitive,intransitive,noun,adjective"
"เล็กน้อย",""
" ",""
"ถึง","conjunction,particle,idiom"
"ปานกลาง","adjective,noun"
")",""
"ไม่","noun,classifier"
"รวย","conjunction"
"แต่","conjunction,particle,idiom"
"ไม่","particle"
"เคย",""
"เจอ",""
"คน","verb,noun,adjective"
"จริงใจ","noun,classifier"
" ",""
"555",""
"",""
"36333501",""
"|",""
"|",""
"https",""
":",""
"/",""
"/",""
"pantip",""
".",""
"com",""
"/",""
"topic",""
"/",""
"36333501",""
"|",""
"|",""
"เรื่องนี้","adverb"
"เรา","adverb,prefix"
"เเค่",""
"สัง",""
"เกตุ","verb,transitive,preposition,conjunction,noun,prefix"
"คือ","noun"
"ยัง","verb,transitive,intransitive,noun,adjective"
"ไม่","verb,transitive,preposition,conjunction,noun,prefix"
"กา","verb,transitive,intransitive,noun,adjective"
"รัน",""
"ตี","adjective,noun"
"เเต่เเค่",""
"สงสัย","adjective,noun"
"เพราะ",""
"มัน","noun,classifier"
"เข้าข่าย","conjunction"
"ที่สุด","conjunction,particle,idiom"
" ",""
"คือ",""
"ตอนกลางคืน",""
"ดึก","verb,noun,adjective"
"ๆ",""
"อะ",""
" ",""
"ป้า","verb,noun"
"เเก",""
"ชอบ","verb"
"ออกมา","adjective,adverb,noun"
"ทำงาน",""
"ที่",""
"คนธรรมดา","verb"
"เค้า","verb"
"ทำ",""
"กัน","verb"
"ตอนกลางวัน","adverb"
"อะ",""
" ",""
"คิดดู","verb"
"อ่า","noun"
"ใคร",""
"เค้า","conjunction,preposition,particle,verb"
"จะมา","noun,phrase"
"กวาด","noun,adverb,adjective"
"น่า",""
"บ้าน","noun,verb,adjective,preposition,particle,classifier"
"ตอน","noun,adverb,adjective"
"ตี","verb,adjective"
"1",""
" ",""
"ล้างจาน","verb,transitive,conjunction"
"4",""
"-",""
"5",""
"ทุ่ม","particle"
"อ","conjunction,preposition,particle,verb"
"ย่าง","verb,noun"
"เงี่ย",""
" ",""
"เออ","adjective,noun"
".",""
".",""
"มี","verb"
"วัน",""
"นึง","verb"
"นี่","verb"
"ตื่น","adjective"
"มา","noun"
"จะไป","verb,adjective,noun,preposition"
"ฉี่","noun,adjective"
"เที่ยงคืน",""
"ได้","conjunction,preposition,particle,verb"
"มั่ง","pronoun,preposition,noun,conjunction,prefix,particle,classifier"
" ",""
"เห็น","verb,transitive,conjunction"
"นาง","noun"
"กำลังนั่ง","noun,adjective"
"กวาด",""
"ลานบ้าน","verb"
"อยู่","noun"
" ",""
"เรา","noun"
"ยืน",""
"มอง","conjunction"
"อยู่","noun"
"สักพัก",""
"นาง","verb"
"หันมา","verb,transitive,intransitive,noun,adjective"
"อะ",""
" ",""
"โอ้ย","conjunction,particle,idiom"
"!",""
"!",""
".",""
".",""
"ทั้งที่","verb,transitive,intransitive,noun,adjective"
"ปวด","noun"
"ฉี่","verb,transitive,noun,adverb,particle"
"จัด",""
"ๆ",""
"นี่","noun"
"ไม่",""
"ชง","conjunction,preposition,particle,verb"
"ไม่","verb,noun"
"ฉี่","verb"
"มัน","prefix,noun"
"ละ","adjective,noun"
"โว้ย",""
"ยย",""
".",""
".",""
"เเก",""
"ก็","adjective,verb,particle,adverb"
"ไม่ใช่ว่า","noun"
"ไม่ปกติ",""
"นะ",""
" ",""
"ก็มี",""
"ทุกอย่าง",""
"มี",""
"ลูก",""
"มี",""
"ผัว",""
"อย่างดี",""
" ",""
"เศร้า",""
"กว่า",""
"นั้น",""
"คือ",""
"นาง",""
"ชอบมา","verb,adjective,noun,preposition"
"ตรง","adverb"
"ริม","adjective,verb,noun,adverb,conjunction"
"รั้ว","verb,transitive,intransitive,prefix,conjunction,preposition"
"เเบบ",""
"เงียบๆ","phrase"
"ละ","adverb,particle"
"เดิน",""
"เลาะ","verb,adjective,noun,preposition"
"ๆ",""
"ตาม","adjective"
"รั้ว",""
"อะ",""
" ",""
"เรา","particle"
"ไม่",""
"กล้าม","noun"
"อ","verb,transitive,intransitive"
"งเเต่",""
"นาง","noun,adjective"
"มอง","conjunction,particle,idiom"
"เรา","verb"
" ",""
"หลายๆ","preposition,noun,verb,transitive,classifier"
"เรื่อง","adverb,noun,pronoun"
"เรา","adjective"
"กลัว","verb,transitive,intransitive,noun,adjective"
"มาก","noun,verb"
" ",""
